-1.00E+00,-0.076
-1.00E+00,-0.08
-1.00E+00,-0.068
-9.99E-01,-0.048
-9.99E-01,-0.052
-9.99E-01,-0.052
-9.99E-01,-0.044
-9.99E-01,-0.052
-9.98E-01,-0.056
-9.98E-01,-0.056
-9.98E-01,-0.044
-9.98E-01,-0.044
-9.98E-01,-0.028
-9.97E-01,-0.02
-9.97E-01,-0.036
-9.97E-01,-0.008
-9.97E-01,-0.004
-9.97E-01,0.012
-9.96E-01,0.008
-9.96E-01,0.012
-9.96E-01,0.032
-9.96E-01,0.04
-9.96E-01,0.036
-9.95E-01,0.044
-9.95E-01,0.04
-9.95E-01,0.048
-9.95E-01,0.052
-9.95E-01,0.072
-9.94E-01,0.084
-9.94E-01,0.068
-9.94E-01,0.076
-9.94E-01,0.088
-9.94E-01,0.088
-9.93E-01,0.088
-9.93E-01,0.096
-9.93E-01,0.096
-9.93E-01,0.104
-9.93E-01,0.1
-9.92E-01,0.096
-9.92E-01,0.116
-9.92E-01,0.124
-9.92E-01,0.128
-9.92E-01,0.12
-9.91E-01,0.108
-9.91E-01,0.124
-9.91E-01,0.112
-9.91E-01,0.096
-9.91E-01,0.108
-9.90E-01,0.112
-9.90E-01,0.104
-9.90E-01,0.112
-9.90E-01,0.1
-9.90E-01,0.1
-9.89E-01,0.104
-9.89E-01,0.088
-9.89E-01,0.068
-9.89E-01,0.072
-9.89E-01,0.064
-9.88E-01,0.072
-9.88E-01,0.06
-9.88E-01,0.044
-9.88E-01,0.048
-9.88E-01,0.032
-9.87E-01,-0.008
-9.87E-01,-0.012
-9.87E-01,-0.032
-9.87E-01,-0.048
-9.87E-01,-0.08
-9.86E-01,-0.1
-9.86E-01,-0.124
-9.86E-01,-0.156
-9.86E-01,-0.184
-9.86E-01,-0.188
-9.85E-01,-0.216
-9.85E-01,-0.22
-9.85E-01,-0.228
-9.85E-01,-0.232
-9.85E-01,-0.232
-9.84E-01,-0.232
-9.84E-01,-0.232
-9.84E-01,-0.216
-9.84E-01,-0.204
-9.84E-01,-0.204
-9.83E-01,-0.18
-9.83E-01,-0.148
-9.83E-01,-0.144
-9.83E-01,-0.12
-9.83E-01,-0.104
-9.82E-01,-0.092
-9.82E-01,-0.052
-9.82E-01,-0.032
-9.82E-01,-0.02
-9.82E-01,0.004
-9.81E-01,0.024
-9.81E-01,0.024
-9.81E-01,0.036
-9.81E-01,0.032
-9.81E-01,0.04
-9.80E-01,0.048
-9.80E-01,0.028
-9.80E-01,0.016
-9.80E-01,0.024
-9.80E-01,0.02
-9.79E-01,0.012
-9.79E-01,0.004
-9.79E-01,0
-9.79E-01,-0.004
-9.79E-01,0
-9.78E-01,0.004
-9.78E-01,0.024
-9.78E-01,0.04
-9.78E-01,0.056
-9.78E-01,0.068
-9.77E-01,0.056
-9.77E-01,0.092
-9.77E-01,0.112
-9.77E-01,0.108
-9.77E-01,0.116
-9.76E-01,0.136
-9.76E-01,0.112
-9.76E-01,0.12
-9.76E-01,0.12
-9.76E-01,0.116
-9.75E-01,0.112
-9.75E-01,0.112
-9.75E-01,0.112
-9.75E-01,0.128
-9.75E-01,0.12
-9.74E-01,0.132
-9.74E-01,0.14
-9.74E-01,0.152
-9.74E-01,0.16
-9.74E-01,0.16
-9.73E-01,0.148
