-1,0.084
-1,0.076
-1,0.056
-0.999,0.04
-0.999,0.048
-0.999,0.056
-0.999,0.036
-0.999,0.048
-0.998,0.036
-0.998,0.036
-0.998,0.032
-0.998,0.016
-0.998,0.004
-0.997,0.008
-0.997,0.024
-0.997,-0.008
-0.997,0
-0.997,-0.012
-0.996,0.012
-0.996,0.004
-0.996,0.004
-0.996,0.012
-0.996,0.004
-0.995,0.024
-0.995,0.044
-0.995,0.044
-0.995,0.048
-0.995,0.036
-0.994,0.04
-0.994,0.068
-0.994,0.064
-0.994,0.044
-0.994,0.048
-0.993,0.044
-0.993,0.044
-0.993,0.032
-0.993,0.016
-0.993,0.024
-0.992,0.024
-0.992,0.004
-0.992,0.004
-0.992,-0.004
-0.992,0.004
-0.991,0.004
-0.991,-0.008
-0.991,-0.004
-0.991,0.016
-0.991,0.008
-0.99,0
-0.99,0.004
-0.99,-0.02
-0.99,-0.004
-0.99,-0.02
-0.989,-0.024
-0.989,-0.024
-0.989,0.004
-0.989,-0.016
-0.989,0
-0.988,-0.016
-0.988,-0.012
-0.988,-0.008
-0.988,-0.016
-0.988,0
-0.987,0.024
-0.987,0.032
-0.987,0.04
-0.987,0.044
-0.987,0.08
-0.986,0.072
-0.986,0.108
-0.986,0.128
-0.986,0.144
-0.986,0.14
-0.985,0.156
-0.985,0.156
-0.985,0.152
-0.985,0.152
-0.985,0.144
-0.984,0.136
-0.984,0.14
-0.984,0.128
-0.984,0.108
-0.984,0.1
-0.983,0.072
-0.983,0.032
-0.983,0.032
-0.983,0.012
-0.983,0
-0.982,-0.012
-0.982,-0.036
-0.982,-0.064
-0.982,-0.06
-0.982,-0.076
-0.981,-0.076
-0.981,-0.076
-0.981,-0.068
-0.981,-0.056
-0.981,-0.064
-0.98,-0.056
-0.98,-0.052
-0.98,-0.028
-0.98,-0.032
-0.98,-0.028
-0.979,-0.024
-0.979,-0.024
-0.979,0.004
-0.979,0.02
-0.979,0.004
-0.978,0.012
-0.978,-0.004
-0.978,-0.012
-0.978,-0.02
-0.978,-0.036
-0.977,-0.012
-0.977,-0.04
-0.977,-0.048
-0.977,-0.04
-0.977,-0.02
-0.976,-0.036
-0.976,-0.008
-0.976,-0.012
-0.976,0.004
-0.976,0
-0.975,0.02
-0.975,0.036
-0.975,0.028
-0.975,0.032
-0.975,0.044
-0.974,0.04
-0.974,0.028
-0.974,0.016
-0.974,0.004
-0.974,0.004
-0.973,0.02
-0.973,-0.004
-0.973,0.004
-0.973,0.012
-0.973,0.008
-0.972,0.012
-0.972,0.004
-0.972,-0.012
-0.972,0
-0.972,-0.016
-0.971,-0.032
-0.971,-0.028
-0.971,-0.016
-0.971,-0.04
-0.971,-0.044
-0.97,-0.068
-0.97,-0.088
-0.97,-0.068
-0.97,-0.104
-0.97,-0.104
-0.969,-0.084
-0.969,-0.084
-0.969,-0.088
-0.969,-0.08
-0.969,-0.056
-0.968,-0.044
-0.968,-0.036
-0.968,-0.02
-0.968,-0.024
-0.968,-0.004
-0.967,0.016
-0.967,0.032
-0.967,0.052
-0.967,0.052
-0.967,0.056
-0.966,0.072
-0.966,0.084
-0.966,0.084
-0.966,0.104
-0.966,0.116
-0.965,0.112
-0.965,0.124
-0.965,0.128
-0.965,0.128
-0.965,0.12
-0.964,0.104
-0.964,0.092
-0.964,0.092
-0.964,0.08
-0.964,0.092
-0.963,0.088
-0.963,0.064
-0.963,0.06
-0.963,0.04
-0.963,0.036
-0.962,0.036
-0.962,0.004
-0.962,-0.012
-0.962,-0.024
-0.962,-0.04
-0.961,-0.04
-0.961,-0.02
-0.961,-0.036
-0.961,-0.036
-0.961,-0.036
-0.96,-0.044
-0.96,-0.036
-0.96,-0.06
-0.96,-0.068
-0.96,-0.056
-0.959,-0.068
-0.959,-0.076
-0.959,-0.068
-0.959,-0.084
-0.959,-0.088
-0.958,-0.088
-0.958,-0.088
-0.958,-0.084
-0.958,-0.1
-0.958,-0.096
-0.957,-0.092
-0.957,-0.088
-0.957,-0.092
-0.957,-0.084
-0.957,-0.104
-0.956,-0.068
-0.956,-0.02
-0.956,-0.008
-0.956,-0.008
-0.956,0.032
-0.955,0.028
-0.955,0.056
-0.955,0.06
-0.955,0.056
-0.955,0.088
-0.954,0.1
-0.954,0.08
-0.954,0.084
-0.954,0.088
-0.954,0.116
-0.953,0.096
-0.953,0.104
-0.953,0.12
-0.953,0.128
-0.953,0.1
-0.952,0.1
-0.952,0.104
-0.952,0.108
-0.952,0.112
-0.952,0.076
-0.951,0.064
-0.951,0.056
-0.951,0.02
-0.951,0.008
-0.951,0
-0.95,-0.012
-0.95,-0.016
-0.95,-0.016
-0.95,-0.036
-0.95,-0.024
-0.949,-0.036
-0.949,-0.036
-0.949,-0.044
-0.949,-0.04
-0.949,-0.048
-0.948,-0.032
-0.948,-0.012
-0.948,-0.012
-0.948,-0.024
-0.948,0
-0.947,0
-0.947,0.004
-0.947,0.02
-0.947,0.032
-0.947,0.024
-0.946,0.076
-0.946,0.068
-0.946,0.064
-0.946,0.084
-0.946,0.096
-0.945,0.096
-0.945,0.112
-0.945,0.088
-0.945,0.1
-0.945,0.116
-0.944,0.1
-0.944,0.076
-0.944,0.1
-0.944,0.104
-0.944,0.088
-0.943,0.068
-0.943,0.064
-0.943,0.06
-0.943,0.056
-0.943,0.048
-0.942,0.032
-0.942,0.028
-0.942,0.044
-0.942,0.024
-0.942,0.012
-0.941,0.028
-0.941,0.032
-0.941,0.016
-0.941,0.024
-0.941,0.036
-0.94,0.028
-0.94,0.028
-0.94,0.02
-0.94,0.036
-0.94,0.028
-0.939,0.036
-0.939,0.048
-0.939,0.072
-0.939,0.06
-0.939,0.048
-0.938,0.036
-0.938,0.044
-0.938,0.036
-0.938,0.02
-0.938,0.012
-0.937,0
-0.937,0.008
-0.937,-0.004
-0.937,-0.016
-0.937,-0.028
-0.936,-0.004
-0.936,-0.044
-0.936,-0.028
-0.936,-0.02
-0.936,-0.008
-0.935,-0.036
-0.935,-0.008
-0.935,-0.012
-0.935,0
-0.935,0.008
-0.934,0.008
-0.934,-0.004
-0.934,0
-0.934,0.008
-0.934,0
-0.933,0.048
-0.933,0
-0.933,0.024
-0.933,0.008
-0.933,0.012
-0.932,0.02
-0.932,0.028
-0.932,0.016
-0.932,0.036
-0.932,0.032
-0.931,0.056
-0.931,0.072
-0.931,0.064
-0.931,0.06
-0.931,0.052
-0.93,0.048
-0.93,0.036
-0.93,0.032
-0.93,0.04
-0.93,0.036
-0.929,0.032
-0.929,0.056
-0.929,0.052
-0.929,0.048
-0.929,0.064
-0.928,0.076
-0.928,0.072
-0.928,0.08
-0.928,0.088
-0.928,0.084
-0.927,0.084
-0.927,0.108
-0.927,0.096
-0.927,0.108
-0.927,0.116
-0.926,0.136
-0.926,0.124
-0.926,0.116
-0.926,0.104
-0.926,0.104
-0.925,0.08
-0.925,0.064
-0.925,0.048
-0.925,0.024
-0.925,0.024
-0.924,0.012
-0.924,-0.02
-0.924,-0.012
-0.924,-0.028
-0.924,-0.016
-0.923,-0.016
-0.923,-0.032
-0.923,-0.052
-0.923,-0.016
-0.923,-0.02
-0.922,-0.02
-0.922,-0.024
-0.922,-0.028
-0.922,-0.012
-0.922,0.004
-0.921,-0.016
-0.921,-0.032
-0.921,-0.016
-0.921,-0.02
-0.921,-0.032
-0.92,-0.06
-0.92,-0.044
-0.92,-0.04
-0.92,-0.06
-0.92,-0.072
-0.919,-0.064
-0.919,-0.052
-0.919,-0.06
-0.919,-0.08
-0.919,-0.06
-0.918,-0.072
-0.918,-0.06
-0.918,-0.068
-0.918,-0.056
-0.918,-0.024
-0.917,-0.016
-0.917,0.012
-0.917,0.008
-0.917,0.02
-0.917,0.048
-0.916,0.052
-0.916,0.068
-0.916,0.084
-0.916,0.124
-0.916,0.084
-0.915,0.104
-0.915,0.096
-0.915,0.136
-0.915,0.12
-0.915,0.112
-0.914,0.104
-0.914,0.112
-0.914,0.104
-0.914,0.112
-0.914,0.092
-0.913,0.088
-0.913,0.06
-0.913,0.052
-0.913,0.076
-0.913,0.052
-0.912,0.068
-0.912,0.068
-0.912,0.064
-0.912,0.072
-0.912,0.088
-0.911,0.036
-0.911,0.052
-0.911,0.056
-0.911,0.048
-0.911,0.032
-0.91,0.048
-0.91,0.04
-0.91,0.04
-0.91,0.012
-0.91,0.008
-0.909,0.02
-0.909,0.004
-0.909,0
-0.909,-0.012
-0.909,-0.016
-0.908,-0.004
-0.908,-0.028
-0.908,-0.02
-0.908,-0.032
-0.908,-0.04
-0.907,-0.048
-0.907,-0.024
-0.907,-0.04
-0.907,-0.036
-0.907,-0.052
-0.906,-0.028
-0.906,-0.016
-0.906,0.004
-0.906,0.004
-0.906,0.032
-0.905,0.068
-0.905,0.06
-0.905,0.048
-0.905,0.068
-0.905,0.056
-0.904,0.056
-0.904,0.06
-0.904,0.044
-0.904,0.02
-0.904,0.032
-0.903,0.044
-0.903,0.032
-0.903,0.048
-0.903,0.056
-0.903,0.068
-0.902,0.06
-0.902,0.076
-0.902,0.056
-0.902,0.088
-0.902,0.096
-0.901,0.076
-0.901,0.124
-0.901,0.156
-0.901,0.16
-0.901,0.176
-0.9,0.192
-0.9,0.196
-0.9,0.188
-0.9,0.196
-0.9,0.2
-0.899,0.188
-0.899,0.192
-0.899,0.192
-0.899,0.2
-0.899,0.216
-0.898,0.2
-0.898,0.212
-0.898,0.208
-0.898,0.204
-0.898,0.212
-0.897,0.18
-0.897,0.192
-0.897,0.188
-0.897,0.18
-0.897,0.156
-0.896,0.164
-0.896,0.16
-0.896,0.168
-0.896,0.152
-0.896,0.164
-0.895,0.152
-0.895,0.168
-0.895,0.148
-0.895,0.144
-0.895,0.152
-0.894,0.156
-0.894,0.156
-0.894,0.124
-0.894,0.132
-0.894,0.132
-0.893,0.08
-0.893,0.068
-0.893,0.072
-0.893,0.056
-0.893,0.024
-0.892,0.016
-0.892,-0.012
-0.892,-0.016
-0.892,-0.036
-0.892,-0.04
-0.891,-0.04
-0.891,-0.052
-0.891,-0.056
-0.891,-0.064
-0.891,-0.072
-0.89,-0.036
-0.89,-0.028
-0.89,-0.02
-0.89,0
-0.89,0.02
-0.889,0.012
-0.889,0.028
-0.889,0.04
-0.889,0.056
-0.889,0.072
-0.888,0.084
-0.888,0.088
-0.888,0.104
-0.888,0.084
-0.888,0.092
-0.887,0.088
-0.887,0.092
-0.887,0.096
-0.887,0.092
-0.887,0.1
-0.886,0.096
-0.886,0.088
-0.886,0.092
-0.886,0.112
-0.886,0.136
-0.885,0.124
-0.885,0.136
-0.885,0.152
-0.885,0.164
